lookup_key,연도,지역단계,시도,지역명,인사이트유형,지표ID,지표명,대시보드_표시명,대시보드_현재선택지표,분석인사이트,데이터주의사항
2026|시도|세종|세종|greenhouse,2026,시도,세종,세종,원지표,greenhouse,온실 면적,,N,2026년 세종의 온실 면적은 400㎡로 17개 시도 중 8위이며 전체의 5.46%다. 인구 1명당 0.00㎡다. 원본 Z값은 -0.1641다.,2026 파일의 주택·온실·소상공인 지표는 현재 제공 파일에 출처와 기준시점이 문서화되어 있지 않아 파일 내 상대 비교로만 해석했다.
2026|시도|세종|세종|greenhouseZ,2026,시도,세종,세종,원지표,greenhouseZ,온실 면적 Z값,,N,"2026년 세종의 원본 온실 면적 Z값은 -0.1641이지만, 현재 파일의 17개 시도 값으로 재계산하면 -0.1477다. 원본 산식 기준이 불명확하므로 순위 참고 외의 표준편차 해석은 제외한다.",2026 파일의 주택·온실·소상공인 지표는 현재 제공 파일에 출처와 기준시점이 문서화되어 있지 않아 파일 내 상대 비교로만 해석했다. 원본 Z값이 현재 17개 시도 값으로 재계산한 Z값과 일치하지 않아 표준편차 해석은 보류해야 한다.
2026|시도|세종|세종|smallbiz,2026,시도,세종,세종,원지표,smallbiz,소상공인,,N,2026년 세종의 소상공인 지표는 44건으로 17개 시도 중 17위(최하위)이며 전체의 0.24%다. 인구 1천 명당 0.11건으로 14위다.,2026 파일의 주택·온실·소상공인 지표는 현재 제공 파일에 출처와 기준시점이 문서화되어 있지 않아 파일 내 상대 비교로만 해석했다.
2026|시도|경기|경기|overall,2026,시도,경기,경기,종합,overall,종합 인사이트,,N,"2026년 경기의 인구는 13,694,685명으로 17개 시도 중 1위다. 우심피해액은 6,064.8억 원(2위)이고, 1인당 피해액은 44,286원(11위)이며 피해비중은 인구비중의 0.59배다. 인구 규모 대비 피해 부담은 낮은 편이다. 주택 지표는 2위이고 인구 1천 명당 0.60건으로 시도 평균 0.76건과 비교해 낮다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 2026 파일의 주택·온실·소상공인 지표는 현재 제공 파일에 출처와 기준시점이 문서화되어 있지 않아 파일 내 상대 비교로만 해석했다.
2026|시도|경기|경기|damage,2026,시도,경기,경기,원지표,damage,우심피해액,우심피해액(원),Y,"2026년 경기의 우심피해액은 6,064.8억 원으로, 17개 시도 중 2위이며 전국 합계의 15.82%다. 1인당 피해액은 44,286원(11위)이고, 피해비중/인구비중은 0.59배다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다.
2026|시도|경기|경기|population,2026,시도,경기,경기,원지표,population,인구수,인구수(건),Y,"2026년 경기의 인구는 13,694,685명으로 17개 시도 중 1위이며 전국의 26.74%를 차지한다. 시도 평균 인구의 4.55배다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다.
2026|시도|경기|경기|housing,2026,시도,경기,경기,원지표,housing,주택 지표,주택 보험 가입 현황(건),Y,"2026년 경기의 주택 지표는 8,215건으로 17개 시도 중 2위이며 전체의 22.93%다. 인구 1천 명당 0.60건으로 11위다. 원본 Z값은 +1.8320다.",2026 파일의 주택·온실·소상공인 지표는 현재 제공 파일에 출처와 기준시점이 문서화되어 있지 않아 파일 내 상대 비교로만 해석했다.
2026|시도|경기|경기|housingZ,2026,시도,경기,경기,원지표,housingZ,주택 지표 Z값,주택 보험 가입 현황(Z값),Y,"2026년 경기의 원본 주택 지표 Z값은 +1.8320이지만, 현재 파일의 17개 시도 값으로 재계산하면 +2.4274다. 원본 산식 기준이 불명확하므로 순위 참고 외의 표준편차 해석은 제외한다.",2026 파일의 주택·온실·소상공인 지표는 현재 제공 파일에 출처와 기준시점이 문서화되어 있지 않아 파일 내 상대 비교로만 해석했다. 원본 Z값이 현재 17개 시도 값으로 재계산한 Z값과 일치하지 않아 표준편차 해석은 보류해야 한다.
2026|시도|경기|경기|damagePerCapita,2026,시도,경기,경기,파생지표,damagePerCapita,1인당 우심피해액,,N,"2026년 경기의 1인당 우심피해액은 44,286원으로 17개 시도 중 11위다. 전국 전체 인구 기준 평균 1인당 피해액의 0.59배이며, 인구 규모 대비 피해 부담은 낮은 편이다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다.
2026|시도|경기|경기|housingPer1000,2026,시도,경기,경기,파생지표,housingPer1000,인구 1천 명당 주택 지표,,N,2026년 경기의 인구 1천 명당 주택 지표는 0.60건으로 17개 시도 중 11위다. 시도 평균의 0.79배다.,2026 파일의 주택·온실·소상공인 지표는 현재 제공 파일에 출처와 기준시점이 문서화되어 있지 않아 파일 내 상대 비교로만 해석했다.
2026|시도|경기|경기|damagePerHousing,2026,시도,경기,경기,파생지표,damagePerHousing,주택 지표 1건당 우심피해액,,N,"2026년 경기의 주택 지표 1건당 우심피해액 단순 비율은 73,825,968원으로 17개 시도 중 8위다. 시도 평균 단순 비율의 0.51배다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 2026 파일의 주택·온실·소상공인 지표는 현재 제공 파일에 출처와 기준시점이 문서화되어 있지 않아 파일 내 상대 비교로만 해석했다. 피해액과 주택 지표의 기준기간·정의가 다를 수 있어 공식 손해율이나 보험보장공백률이 아닌 탐색적 비율이다.
2026|시도|경기|경기|greenhouse,2026,시도,경기,경기,원지표,greenhouse,온실 면적,,N,2026년 경기의 온실 면적은 350㎡로 17개 시도 중 9위이며 전체의 4.78%다. 인구 1명당 0.00㎡다. 원본 Z값은 -0.4325다.,2026 파일의 주택·온실·소상공인 지표는 현재 제공 파일에 출처와 기준시점이 문서화되어 있지 않아 파일 내 상대 비교로만 해석했다.
2026|시도|경기|경기|greenhouseZ,2026,시도,경기,경기,원지표,greenhouseZ,온실 면적 Z값,,N,"2026년 경기의 원본 온실 면적 Z값은 -0.4325이지만, 현재 파일의 17개 시도 값으로 재계산하면 -0.3892다. 원본 산식 기준이 불명확하므로 순위 참고 외의 표준편차 해석은 제외한다.",2026 파일의 주택·온실·소상공인 지표는 현재 제공 파일에 출처와 기준시점이 문서화되어 있지 않아 파일 내 상대 비교로만 해석했다. 원본 Z값이 현재 17개 시도 값으로 재계산한 Z값과 일치하지 않아 표준편차 해석은 보류해야 한다.
2026|시도|경기|경기|smallbiz,2026,시도,경기,경기,원지표,smallbiz,소상공인,,N,2026년 경기의 소상공인 지표는 554건으로 17개 시도 중 9위이며 전체의 3.08%다. 인구 1천 명당 0.04건으로 17위(최하위)다.,2026 파일의 주택·온실·소상공인 지표는 현재 제공 파일에 출처와 기준시점이 문서화되어 있지 않아 파일 내 상대 비교로만 해석했다.
2026|시도|강원|강원|overall,2026,시도,강원,강원,종합,overall,종합 인사이트,,N,"2026년 강원의 인구는 1,517,766명으로 17개 시도 중 12위다. 우심피해액은 2,570.2억 원(6위)이고, 1인당 피해액은 169,341원(4위)이며 피해비중은 인구비중의 2.26배다. 인구 규모보다 피해 부담이 뚜렷하게 높은 편이다. 주택 지표는 8위이고 인구 1천 명당 0.74건으로 시도 평균 0.76건과 비교해 비슷하다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 2026 파일의 주택·온실·소상공인 지표는 현재 제공 파일에 출처와 기준시점이 문서화되어 있지 않아 파일 내 상대 비교로만 해석했다.
2026|시도|강원|강원|damage,2026,시도,강원,강원,원지표,damage,우심피해액,우심피해액(원),Y,"2026년 강원의 우심피해액은 2,570.2억 원으로, 17개 시도 중 6위이며 전국 합계의 6.71%다. 1인당 피해액은 169,341원(4위)이고, 피해비중/인구비중은 2.26배다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다.
2026|시도|강원|강원|population,2026,시도,강원,강원,원지표,population,인구수,인구수(건),Y,"2026년 강원의 인구는 1,517,766명으로 17개 시도 중 12위이며 전국의 2.96%를 차지한다. 시도 평균 인구의 0.50배다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다.
2026|시도|강원|강원|housing,2026,시도,강원,강원,원지표,housing,주택 지표,주택 보험 가입 현황(건),Y,"2026년 강원의 주택 지표는 1,121건으로 17개 시도 중 8위이며 전체의 3.13%다. 인구 1천 명당 0.74건으로 8위다. 원본 Z값은 -0.4387다.",2026 파일의 주택·온실·소상공인 지표는 현재 제공 파일에 출처와 기준시점이 문서화되어 있지 않아 파일 내 상대 비교로만 해석했다.
2026|시도|강원|강원|housingZ,2026,시도,강원,강원,원지표,housingZ,주택 지표 Z값,주택 보험 가입 현황(Z값),Y,"2026년 강원의 원본 주택 지표 Z값은 -0.4387이지만, 현재 파일의 17개 시도 값으로 재계산하면 -0.3922다. 원본 산식 기준이 불명확하므로 순위 참고 외의 표준편차 해석은 제외한다.",2026 파일의 주택·온실·소상공인 지표는 현재 제공 파일에 출처와 기준시점이 문서화되어 있지 않아 파일 내 상대 비교로만 해석했다. 원본 Z값이 현재 17개 시도 값으로 재계산한 Z값과 일치하지 않아 표준편차 해석은 보류해야 한다.
2026|시도|강원|강원|damagePerCapita,2026,시도,강원,강원,파생지표,damagePerCapita,1인당 우심피해액,,N,"2026년 강원의 1인당 우심피해액은 169,341원으로 17개 시도 중 4위다. 전국 전체 인구 기준 평균 1인당 피해액의 2.26배이며, 인구 규모보다 피해 부담이 뚜렷하게 높은 편이다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다.
2026|시도|강원|강원|housingPer1000,2026,시도,강원,강원,파생지표,housingPer1000,인구 1천 명당 주택 지표,,N,2026년 강원의 인구 1천 명당 주택 지표는 0.74건으로 17개 시도 중 8위다. 시도 평균의 0.98배다.,2026 파일의 주택·온실·소상공인 지표는 현재 제공 파일에 출처와 기준시점이 문서화되어 있지 않아 파일 내 상대 비교로만 해석했다.
2026|시도|강원|강원|damagePerHousing,2026,시도,강원,강원,파생지표,damagePerHousing,주택 지표 1건당 우심피해액,,N,"2026년 강원의 주택 지표 1건당 우심피해액 단순 비율은 229,276,864원으로 17개 시도 중 6위다. 시도 평균 단순 비율의 1.59배다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 2026 파일의 주택·온실·소상공인 지표는 현재 제공 파일에 출처와 기준시점이 문서화되어 있지 않아 파일 내 상대 비교로만 해석했다. 피해액과 주택 지표의 기준기간·정의가 다를 수 있어 공식 손해율이나 보험보장공백률이 아닌 탐색적 비율이다.
2026|시도|강원|강원|greenhouse,2026,시도,강원,강원,원지표,greenhouse,온실 면적,,N,2026년 강원의 온실 면적은 300㎡로 17개 시도 중 10위이며 전체의 4.10%다. 인구 1명당 0.00㎡다. 원본 Z값은 -0.7008다.,2026 파일의 주택·온실·소상공인 지표는 현재 제공 파일에 출처와 기준시점이 문서화되어 있지 않아 파일 내 상대 비교로만 해석했다.
2026|시도|강원|강원|greenhouseZ,2026,시도,강원,강원,원지표,greenhouseZ,온실 면적 Z값,,N,"2026년 강원의 원본 온실 면적 Z값은 -0.7008이지만, 현재 파일의 17개 시도 값으로 재계산하면 -0.6307다. 원본 산식 기준이 불명확하므로 순위 참고 외의 표준편차 해석은 제외한다.",2026 파일의 주택·온실·소상공인 지표는 현재 제공 파일에 출처와 기준시점이 문서화되어 있지 않아 파일 내 상대 비교로만 해석했다. 원본 Z값이 현재 17개 시도 값으로 재계산한 Z값과 일치하지 않아 표준편차 해석은 보류해야 한다.
2026|시도|강원|강원|smallbiz,2026,시도,강원,강원,원지표,smallbiz,소상공인,,N,2026년 강원의 소상공인 지표는 215건으로 17개 시도 중 공동 10위이며 전체의 1.20%다. 인구 1천 명당 0.14건으로 9위다.,2026 파일의 주택·온실·소상공인 지표는 현재 제공 파일에 출처와 기준시점이 문서화되어 있지 않아 파일 내 상대 비교로만 해석했다.
2026|시도|충북|충북|overall,2026,시도,충북,충북,종합,overall,종합 인사이트,,N,"2026년 충북의 인구는 1,591,177명으로 17개 시도 중 11위다. 우심피해액은 4,891.8억 원(4위)이고, 1인당 피해액은 307,432원(2위)이며 피해비중은 인구비중의 4.11배다. 인구 규모에 비해 피해가 매우 크게 집중된 지역이다. 주택 지표는 10위이고 인구 1천 명당 0.64건으로 시도 평균 0.76건과 비교해 낮다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 2026 파일의 주택·온실·소상공인 지표는 현재 제공 파일에 출처와 기준시점이 문서화되어 있지 않아 파일 내 상대 비교로만 해석했다.
2026|시도|충북|충북|damage,2026,시도,충북,충북,원지표,damage,우심피해액,우심피해액(원),Y,"2026년 충북의 우심피해액은 4,891.8억 원으로, 17개 시도 중 4위이며 전국 합계의 12.76%다. 1인당 피해액은 307,432원(2위)이고, 피해비중/인구비중은 4.11배다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다.
2026|시도|충북|충북|population,2026,시도,충북,충북,원지표,population,인구수,인구수(건),Y,"2026년 충북의 인구는 1,591,177명으로 17개 시도 중 11위이며 전국의 3.11%를 차지한다. 시도 평균 인구의 0.53배다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다.
2026|시도|충북|충북|housing,2026,시도,충북,충북,원지표,housing,주택 지표,주택 보험 가입 현황(건),Y,"2026년 충북의 주택 지표는 1,012건으로 17개 시도 중 10위이며 전체의 2.82%다. 인구 1천 명당 0.64건으로 10위다. 원본 Z값은 -0.4736다.",2026 파일의 주택·온실·소상공인 지표는 현재 제공 파일에 출처와 기준시점이 문서화되어 있지 않아 파일 내 상대 비교로만 해석했다.
2026|시도|충북|충북|housingZ,2026,시도,충북,충북,원지표,housingZ,주택 지표 Z값,주택 보험 가입 현황(Z값),Y,"2026년 충북의 원본 주택 지표 Z값은 -0.4736이지만, 현재 파일의 17개 시도 값으로 재계산하면 -0.4356다. 원본 산식 기준이 불명확하므로 순위 참고 외의 표준편차 해석은 제외한다.",2026 파일의 주택·온실·소상공인 지표는 현재 제공 파일에 출처와 기준시점이 문서화되어 있지 않아 파일 내 상대 비교로만 해석했다. 원본 Z값이 현재 17개 시도 값으로 재계산한 Z값과 일치하지 않아 표준편차 해석은 보류해야 한다.
2026|시도|충북|충북|damagePerCapita,2026,시도,충북,충북,파생지표,damagePerCapita,1인당 우심피해액,,N,"2026년 충북의 1인당 우심피해액은 307,432원으로 17개 시도 중 2위다. 전국 전체 인구 기준 평균 1인당 피해액의 4.11배이며, 인구 규모에 비해 피해가 매우 크게 집중된 지역이다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다.
2026|시도|충북|충북|housingPer1000,2026,시도,충북,충북,파생지표,housingPer1000,인구 1천 명당 주택 지표,,N,2026년 충북의 인구 1천 명당 주택 지표는 0.64건으로 17개 시도 중 10위다. 시도 평균의 0.84배다.,2026 파일의 주택·온실·소상공인 지표는 현재 제공 파일에 출처와 기준시점이 문서화되어 있지 않아 파일 내 상대 비교로만 해석했다.
2026|시도|충북|충북|damagePerHousing,2026,시도,충북,충북,파생지표,damagePerHousing,주택 지표 1건당 우심피해액,,N,"2026년 충북의 주택 지표 1건당 우심피해액 단순 비율은 483,377,543원으로 17개 시도 중 1위다. 시도 평균 단순 비율의 3.35배다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 2026 파일의 주택·온실·소상공인 지표는 현재 제공 파일에 출처와 기준시점이 문서화되어 있지 않아 파일 내 상대 비교로만 해석했다. 피해액과 주택 지표의 기준기간·정의가 다를 수 있어 공식 손해율이나 보험보장공백률이 아닌 탐색적 비율이다.
2026|시도|충북|충북|greenhouse,2026,시도,충북,충북,원지표,greenhouse,온실 면적,,N,2026년 충북의 온실 면적은 290㎡로 17개 시도 중 11위이며 전체의 3.96%다. 인구 1명당 0.00㎡다. 원본 Z값은 -0.7544다.,2026 파일의 주택·온실·소상공인 지표는 현재 제공 파일에 출처와 기준시점이 문서화되어 있지 않아 파일 내 상대 비교로만 해석했다.
2026|시도|충북|충북|greenhouseZ,2026,시도,충북,충북,원지표,greenhouseZ,온실 면적 Z값,,N,"2026년 충북의 원본 온실 면적 Z값은 -0.7544이지만, 현재 파일의 17개 시도 값으로 재계산하면 -0.6790다. 원본 산식 기준이 불명확하므로 순위 참고 외의 표준편차 해석은 제외한다.",2026 파일의 주택·온실·소상공인 지표는 현재 제공 파일에 출처와 기준시점이 문서화되어 있지 않아 파일 내 상대 비교로만 해석했다. 원본 Z값이 현재 17개 시도 값으로 재계산한 Z값과 일치하지 않아 표준편차 해석은 보류해야 한다.
2026|시도|충북|충북|smallbiz,2026,시도,충북,충북,원지표,smallbiz,소상공인,,N,2026년 충북의 소상공인 지표는 213건으로 17개 시도 중 공동 15위이며 전체의 1.18%다. 인구 1천 명당 0.13건으로 10위다.,2026 파일의 주택·온실·소상공인 지표는 현재 제공 파일에 출처와 기준시점이 문서화되어 있지 않아 파일 내 상대 비교로만 해석했다.
2026|시도|충남|충남|overall,2026,시도,충남,충남,종합,overall,종합 인사이트,,N,"2026년 충남의 인구는 2,136,574명으로 17개 시도 중 8위다. 우심피해액은 4,903.8억 원(3위)이고, 1인당 피해액은 229,516원(3위)이며 피해비중은 인구비중의 3.07배다. 인구 규모에 비해 피해가 매우 크게 집중된 지역이다. 주택 지표는 9위이고 인구 1천 명당 0.50건으로 시도 평균 0.76건과 비교해 낮다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 2026 파일의 주택·온실·소상공인 지표는 현재 제공 파일에 출처와 기준시점이 문서화되어 있지 않아 파일 내 상대 비교로만 해석했다.
2026|시도|충남|충남|damage,2026,시도,충남,충남,원지표,damage,우심피해액,우심피해액(원),Y,"2026년 충남의 우심피해액은 4,903.8억 원으로, 17개 시도 중 3위이며 전국 합계의 12.80%다. 1인당 피해액은 229,516원(3위)이고, 피해비중/인구비중은 3.07배다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다.
2026|시도|충남|충남|population,2026,시도,충남,충남,원지표,population,인구수,인구수(건),Y,"2026년 충남의 인구는 2,136,574명으로 17개 시도 중 8위이며 전국의 4.17%를 차지한다. 시도 평균 인구의 0.71배다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다.
2026|시도|충남|충남|housing,2026,시도,충남,충남,원지표,housing,주택 지표,주택 보험 가입 현황(건),Y,"2026년 충남의 주택 지표는 1,065건으로 17개 시도 중 9위이며 전체의 2.97%다. 인구 1천 명당 0.50건으로 14위다. 원본 Z값은 -0.4566다.",2026 파일의 주택·온실·소상공인 지표는 현재 제공 파일에 출처와 기준시점이 문서화되어 있지 않아 파일 내 상대 비교로만 해석했다.
2026|시도|충남|충남|housingZ,2026,시도,충남,충남,원지표,housingZ,주택 지표 Z값,주택 보험 가입 현황(Z값),Y,"2026년 충남의 원본 주택 지표 Z값은 -0.4566이지만, 현재 파일의 17개 시도 값으로 재계산하면 -0.4145다. 원본 산식 기준이 불명확하므로 순위 참고 외의 표준편차 해석은 제외한다.",2026 파일의 주택·온실·소상공인 지표는 현재 제공 파일에 출처와 기준시점이 문서화되어 있지 않아 파일 내 상대 비교로만 해석했다. 원본 Z값이 현재 17개 시도 값으로 재계산한 Z값과 일치하지 않아 표준편차 해석은 보류해야 한다.
2026|시도|충남|충남|damagePerCapita,2026,시도,충남,충남,파생지표,damagePerCapita,1인당 우심피해액,,N,"2026년 충남의 1인당 우심피해액은 229,516원으로 17개 시도 중 3위다. 전국 전체 인구 기준 평균 1인당 피해액의 3.07배이며, 인구 규모에 비해 피해가 매우 크게 집중된 지역이다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다.
2026|시도|충남|충남|housingPer1000,2026,시도,충남,충남,파생지표,housingPer1000,인구 1천 명당 주택 지표,,N,2026년 충남의 인구 1천 명당 주택 지표는 0.50건으로 17개 시도 중 14위다. 시도 평균의 0.66배다.,2026 파일의 주택·온실·소상공인 지표는 현재 제공 파일에 출처와 기준시점이 문서화되어 있지 않아 파일 내 상대 비교로만 해석했다.
2026|시도|충남|충남|damagePerHousing,2026,시도,충남,충남,파생지표,damagePerHousing,주택 지표 1건당 우심피해액,,N,"2026년 충남의 주택 지표 1건당 우심피해액 단순 비율은 460,449,153원으로 17개 시도 중 2위다. 시도 평균 단순 비율의 3.19배다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 2026 파일의 주택·온실·소상공인 지표는 현재 제공 파일에 출처와 기준시점이 문서화되어 있지 않아 파일 내 상대 비교로만 해석했다. 피해액과 주택 지표의 기준기간·정의가 다를 수 있어 공식 손해율이나 보험보장공백률이 아닌 탐색적 비율이다.
2026|시도|충남|충남|greenhouse,2026,시도,충남,충남,원지표,greenhouse,온실 면적,,N,2026년 충남의 온실 면적은 280㎡로 17개 시도 중 12위이며 전체의 3.83%다. 인구 1명당 0.00㎡다. 원본 Z값은 -0.8081다.,2026 파일의 주택·온실·소상공인 지표는 현재 제공 파일에 출처와 기준시점이 문서화되어 있지 않아 파일 내 상대 비교로만 해석했다.
2026|시도|충남|충남|greenhouseZ,2026,시도,충남,충남,원지표,greenhouseZ,온실 면적 Z값,,N,"2026년 충남의 원본 온실 면적 Z값은 -0.8081이지만, 현재 파일의 17개 시도 값으로 재계산하면 -0.7273다. 원본 산식 기준이 불명확하므로 순위 참고 외의 표준편차 해석은 제외한다.",2026 파일의 주택·온실·소상공인 지표는 현재 제공 파일에 출처와 기준시점이 문서화되어 있지 않아 파일 내 상대 비교로만 해석했다. 원본 Z값이 현재 17개 시도 값으로 재계산한 Z값과 일치하지 않아 표준편차 해석은 보류해야 한다.
2026|시도|충남|충남|smallbiz,2026,시도,충남,충남,원지표,smallbiz,소상공인,,N,"2026년 충남의 소상공인 지표는 2,132건으로 17개 시도 중 2위이며 전체의 11.86%다. 인구 1천 명당 1.00건으로 2위다.",2026 파일의 주택·온실·소상공인 지표는 현재 제공 파일에 출처와 기준시점이 문서화되어 있지 않아 파일 내 상대 비교로만 해석했다.
2026|시도|전북|전북|overall,2026,시도,전북,전북,종합,overall,종합 인사이트,,N,"2026년 전북의 인구는 1,738,690명으로 17개 시도 중 10위다. 우심피해액은 2,538.5억 원(7위)이고, 1인당 피해액은 146,002원(6위)이며 피해비중은 인구비중의 1.95배다. 인구 규모보다 피해 부담이 뚜렷하게 높은 편이다. 주택 지표는 11위이고 인구 1천 명당 0.57건으로 시도 평균 0.76건과 비교해 낮다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 2026 파일의 주택·온실·소상공인 지표는 현재 제공 파일에 출처와 기준시점이 문서화되어 있지 않아 파일 내 상대 비교로만 해석했다.
2026|시도|전북|전북|damage,2026,시도,전북,전북,원지표,damage,우심피해액,우심피해액(원),Y,"2026년 전북의 우심피해액은 2,538.5억 원으로, 17개 시도 중 7위이며 전국 합계의 6.62%다. 1인당 피해액은 146,002원(6위)이고, 피해비중/인구비중은 1.95배다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다.
2026|시도|전북|전북|population,2026,시도,전북,전북,원지표,population,인구수,인구수(건),Y,"2026년 전북의 인구는 1,738,690명으로 17개 시도 중 10위이며 전국의 3.39%를 차지한다. 시도 평균 인구의 0.58배다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다.
2026|시도|전북|전북|housing,2026,시도,전북,전북,원지표,housing,주택 지표,주택 보험 가입 현황(건),Y,2026년 전북의 주택 지표는 985건으로 17개 시도 중 11위이며 전체의 2.75%다. 인구 1천 명당 0.57건으로 12위다. 원본 Z값은 -0.4822다.,2026 파일의 주택·온실·소상공인 지표는 현재 제공 파일에 출처와 기준시점이 문서화되어 있지 않아 파일 내 상대 비교로만 해석했다.
2026|시도|전북|전북|housingZ,2026,시도,전북,전북,원지표,housingZ,주택 지표 Z값,주택 보험 가입 현황(Z값),Y,"2026년 전북의 원본 주택 지표 Z값은 -0.4822이지만, 현재 파일의 17개 시도 값으로 재계산하면 -0.4463다. 원본 산식 기준이 불명확하므로 순위 참고 외의 표준편차 해석은 제외한다.",2026 파일의 주택·온실·소상공인 지표는 현재 제공 파일에 출처와 기준시점이 문서화되어 있지 않아 파일 내 상대 비교로만 해석했다. 원본 Z값이 현재 17개 시도 값으로 재계산한 Z값과 일치하지 않아 표준편차 해석은 보류해야 한다.
